ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,mp_firstname,mp_surname,mp_gender,first_party,mp_name_2019,drought_day_change_2065,ann_rain_2019,max5day_rain_mm_change_2065,ann_rain_change_mmday_2065,warmest_dayofyear_change_oC_2065,ann_warming_oC_2065,number_heatwave_days_change_2065
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,Virendra,Sharma,Male,Lab,Virendra Sharma,3.273316,0.051484,7.300387,-0.11015,6.351395,3.511409,22.68949
E14000677,E12000001,Easington,Durham,North East,England,County,Grahame,Morris,Male,Lab,Grahame Morris,3.297546,0.224468,-0.87882,-0.14811,5.570569,3.011295,5.304557
E14000678,E12000009,East Devon,Devon,South West,England,County,Simon,Jupp,Male,Con,Simon Jupp,3.504804,0.263887,4.407862,-0.20459,6.401631,3.194666,18.87663
E14000679,E12000007,East Ham,London,London,England,Borough,Stephen,Timms,Male,Lab,Stephen Timms,3.184135,0.090815,8.176123,-0.08763,6.047495,3.479979,20.98699
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,Damian,Hinds,Male,Con,Damian Hinds,2.999828,0.183025,11.2684,-0.08095,7.227024,3.417082,22.11172
E14000681,E12000008,East Surrey,Surrey,South East,England,County,Claire,Coutinho,Female,Con,Claire Coutinho,3.253125,0.092799,8.419518,-0.11602,7.041074,3.446125,20.6943
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,Tim,Loughton,Male,Con,Tim Loughton,2.554403,0.278928,14.87766,-0.01605,6.734126,3.397883,19.39415
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,Greg,Knight,Male,Con,Greg Knight,3.18583,0.070204,1.15492,-0.11079,6.186764,3.120278,11.24734
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,Caroline,Ansell,Female,Con,Caroline Ansell,2.802145,0.132496,12.19426,-0.07,6.179786,3.349546,12.2435
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,Paul,Holmes,Male,Con,Paul Holmes,2.681661,0.213109,12.63396,-0.0428,7.003407,3.411783,20.64418
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,Edward,Timpson,Male,Con,Edward Timpson,2.711458,0.179948,2.399625,-0.09624,6.475164,3.085124,11.98666
E14000687,E12000007,Edmonton,London,London,England,Borough,Kate,Osamor,Female,Lab,Kate Osamor,3.126726,0.073579,7.468147,-0.08459,5.878534,3.481067,22.19202
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,Justin,Madders,Male,Lab,Justin Madders,2.376893,0.194489,3.336541,-0.06773,5.896042,2.997249,7.911318
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,Alec,Shelbrooke,Male,Con,Alec Shelbrooke,3.010858,0.058358,3.157486,-0.10158,6.389633,3.208572,13.23186
E14000690,E12000007,Eltham,London,London,England,Borough,Clive,Efford,Male,Lab,Clive Efford,3.564755,0.079226,7.871071,-0.11299,6.448222,3.457554,21.73372
E14000691,E12000007,Enfield North,London,London,England,Borough,Feryal,Clark,Female,Lab,Feryal Clark,3.126726,0.073579,7.468147,-0.08459,5.878534,3.481067,22.19202
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,Bambos,Charalambous,Male,Lab,Bambos Charalambous,3.126726,0.073579,7.468147,-0.08459,5.878534,3.481067,22.19202
E14000693,E12000006,Epping Forest,Essex,East,England,County,Eleanor,Laing,Female,Con,Eleanor Laing,3.200818,0.106505,8.182614,-0.08055,6.310277,3.479691,22.16666
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,Chris,Grayling,Male,Con,Chris Grayling,3.351114,0.052709,8.587842,-0.11079,6.600171,3.495009,21.2805
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,Maggie,Throup,Female,Con,Maggie Throup,3.01222,0.143926,2.465821,-0.12062,6.692662,3.304031,16.89192
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,Abena,Oppong-Asare,Female,Lab,Abena Oppong-Asare,3.564755,0.079226,7.871071,-0.11299,6.448222,3.457554,21.73372
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,Dominic,Raab,Male,Con,Dominic Raab,3.525234,0.08458,8.10972,-0.11467,6.806418,3.490238,22.7759
E14000698,E12000009,Exeter,Devon,South West,England,Borough,Ben,Bradshaw,Male,Lab,Ben Bradshaw,3.811144,0.230773,1.133907,-0.25288,6.981142,3.195764,19.26771
E14000699,E12000008,Fareham,Hampshire,South East,England,County,Suella,Braverman,Female,Con,Suella Braverman,2.681661,0.213109,12.63396,-0.0428,7.003407,3.411783,20.64418
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,Helen,Whately,Female,Con,Helen Whately,3.717646,0.015009,6.301236,-0.14524,6.634797,3.360397,18.93281
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,Seema,Malhotra,Female,Lab,Seema Malhotra,3.273316,0.051484,7.300387,-0.11015,6.351395,3.511409,22.68949
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,Jack,Lopresti,Male,Con,Jack Lopresti,2.867489,0.171266,12.85996,-0.05793,6.153749,3.304924,16.3435
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,Mike,Freer,Male,Con,Mike Freer,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,Damian,Collins,Male,Con,Damian Collins,3.288152,0.133272,9.442121,-0.1135,6.067229,3.349676,18.63755
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,Mark,Harper,Male,Con,Mark Harper,3.193035,0.202889,6.903324,-0.11371,7.033761,3.2787,19.99647
E14000706,E12000002,Fylde,Lancashire,North West,England,County,Mark,Menzies,Male,Con,Mark Menzies,1.340968,0.212241,12.82343,0.125529,5.465963,2.960785,5.510266
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,Edward,Leigh,Male,Con,Edward Leigh,2.961894,0.092715,2.226055,-0.1001,6.559629,3.220619,17.10749
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,Maria,Eagle,Female,Lab,Maria Eagle,2.117631,0.364482,3.609633,-0.0357,5.49229,3.035557,7.090273
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,Ian,Mearns,Male,Lab,Ian Mearns,3.205623,0.112834,-0.4759,-0.14393,5.532017,3.039942,4.810555
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,Tom,Randall,Male,Con,Tom Randall,3.19054,0.157864,2.17398,-0.11833,6.782532,3.29436,18.33028
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,Rehman,Chishti,Male,Con,Rehman Chishti,3.840249,-0.00931,5.406286,-0.14917,6.59103,3.363908,19.63359
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,Richard,Graham,Male,Con,Richard Graham,3.283997,0.208933,4.821134,-0.12386,7.101285,3.306385,20.46504
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,Caroline,Dinenage,Female,Con,Caroline Dinenage,2.464599,0.256103,16.36027,-0.00201,6.990446,3.426897,19.03842
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,Gareth,Davies,Male,Con,Gareth Davies,3.438424,0.070241,2.370293,-0.1294,6.931219,3.310229,18.38997
E14000715,E12000008,Gravesham,Kent,South East,England,County,Adam,Holloway,Male,Con,Adam Holloway,3.890445,0.032519,5.388277,-0.13574,6.35258,3.387401,18.90423
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,Lia,Nici,Female,Con,Lia Nici,2.986235,0.082789,1.087832,-0.10239,6.074298,3.144882,12.14406
E14000717,E12000006,Great Yarmouth,Norfolk,East,England,County,Brandon,Lewis,Male,Con,Brandon Lewis,3.400174,-0.01159,2.916287,-0.10907,5.455074,3.160358,10.69061
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,Matthew,Pennycook,Male,Lab,Matthew Pennycook,3.564755,0.079226,7.871071,-0.11299,6.448222,3.457554,21.73372
E14000719,E12000008,Guildford,Surrey,South East,England,County,Angela,Richardson,Female,Con,Angela Richardson,3.440261,0.109163,8.257598,-0.11606,7.171128,3.431342,23.93335
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,Diane,Abbott,Female,Lab,Diane Abbott,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,Meg,Hillier,Female,Lab,Meg Hillier,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,James,Morris,Male,Con,James Morris,3.185203,0.286974,5.886852,-0.13331,6.738371,3.345298,15.75079
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,Holly,Lynch,Female,Lab,Holly Lynch,3.100355,0.153212,3.290776,-0.1525,6.177424,3.209154,7.815702
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,David,Davis,Male,Con,David Davis,2.794879,0.070829,2.434997,-0.06831,6.250852,3.186437,13.30089
E14000725,E12000002,Halton,Cheshire,North West,England,County,Derek,Twigg,Male,Lab,Derek Twigg,2.349714,0.160835,2.836008,-0.0596,6.261607,3.052985,10.7286
E14000726,E12000007,Hammersmith,London,London,England,Borough,Andy,Slaughter,Male,Lab,Andy Slaughter,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,Tulip,Siddiq,Female,Lab,Tulip Siddiq,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,Neil,O'Brien,Male,Con,Neil O'Brien,3.32385,0.134962,6.600673,-0.11334,6.969137,3.33355,17.87738
E14000729,E12000006,Harlow,Essex,East,England,County,Robert,Halfon,Male,Con,Robert Halfon,3.355246,0.095168,7.285587,-0.09091,6.70569,3.456171,22.42654
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,Andrew,Jones,Male,Con,Andrew Jones,2.975441,0.095812,3.638107,-0.09773,6.351042,3.140502,11.975
E14000731,E12000007,Harrow East,London,London,England,Borough,Bob,Blackman,Male,Con,Bob Blackman,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000732,E12000007,Harrow West,London,London,England,Borough,Gareth,Thomas,Male,Lab,Gareth Thomas,3.086439,0.057536,8.226425,-0.09162,6.096477,3.515941,22.02755
E14000733,E12000001,Hartlepool,Cleveland,North East,England,Borough,Mike,Hill,Male,Lab,Mike Hill,3.625217,0.066258,-1.8295,-0.19303,5.569014,3.078712,6.824388
E14000734,E12000006,Harwich and North Essex,Essex,East,England,County,Bernard,Jenkin,Male,Con,Bernard Jenkin,3.534618,0.045682,5.632469,-0.09872,6.377936,3.321404,21.46288
E14000735,E12000008,Hastings and Rye,East Sussex,South East,England,County,Sally-Ann,Hart,Female,Con,Sally-Ann Hart,3.120124,0.208216,11.0245,-0.09261,5.721347,3.38472,18.99214
E14000736,E12000008,Havant,Hampshire,South East,England,Borough,Alan,Mak,Male,Con,Alan Mak,2.364763,0.231606,17.73352,0.012516,7.005232,3.410073,19.35662
E14000737,E12000007,Hayes and Harlington,London,London,England,Borough,John,McDonnell,Male,Lab,John McDonnell,3.273316,0.051484,7.300387,-0.11015,6.351395,3.511409,22.68949
E14000738,E12000002,Hazel Grove,Greater Manchester,North West,England,County,William,Wragg,Male,Con,William Wragg,1.839282,0.372841,7.705874,0.028705,5.988148,3.165696,7.66171
E14000739,E12000006,Hemel Hempstead,Hertfordshire,East,England,County,Mike,Penning,Male,Con,Mike Penning,3.33394,0.073357,6.2901,-0.11073,6.488725,3.477585,19.69171
E14000740,E12000003,Hemsworth,West Yorkshire,Yorkshire and The Humber,England,County,Jon,Trickett,Male,Lab,Jon Trickett,2.999095,0.087958,2.967675,-0.1005,6.469674,3.229625,14.76545
E14000741,E12000007,Hendon,London,London,England,Borough,Matthew,Offord,Male,Con,Matthew Offord,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000742,E12000008,Henley,Oxfordshire,South East,England,County,John,Howell,Male,Con,John Howell,3.263273,0.057766,5.94257,-0.10187,7.065609,3.425062,22.41866
E14000743,E12000005,Hereford and South Herefordshire,Hereford and Worcester,West Midlands,England,County,Jesse,Norman,Male,Con,Jesse Norman,3.586804,0.134932,4.630698,-0.19055,7.016427,3.250792,18.06614
E14000744,E12000006,Hertford and Stortford,Hertfordshire,East,England,County,Julie,Marson,Female,Con,Julie Marson,3.262812,0.048128,6.894906,-0.08839,6.53342,3.465224,21.8716
E14000745,E12000006,Hertsmere,Hertfordshire,East,England,County,Oliver,Dowden,Male,Con,Oliver Dowden,3.104206,0.016458,7.609117,-0.08119,6.047849,3.505805,22.22612
E14000746,E12000001,Hexham,Northumberland,North East,England,County,Guy,Opperman,Male,Con,Guy Opperman,2.793761,0.114483,5.248749,-0.11758,5.632524,3.033811,3.583542
E14000747,E12000002,Heywood and Middleton,Greater Manchester,North West,England,County,Chris,Clarkson,Male,Con,Chris Clarkson,2.090908,0.459747,9.927871,0.000305,5.809871,3.190166,5.585099
E14000748,E12000004,High Peak,Derbyshire,East Midlands,England,County,Robert,Largan,Male,Con,Robert Largan,2.595935,0.369996,6.846145,-0.10302,6.378445,3.200896,5.727213
E14000749,E12000006,Hitchin and Harpenden,Hertfordshire,East,England,County,Bim,Afolami,Male,Con,Bim Afolami,3.33394,0.073357,6.2901,-0.11073,6.488725,3.477585,19.69171
E14000750,E12000007,Holborn and St Pancras,London,London,England,Borough,Keir,Starmer,Male,Lab,Keir Starmer,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000751,E12000007,Hornchurch and Upminster,London,London,England,Borough,Julia,Lopez,Female,Con,Julia Lopez,3.542307,0.04231,7.276825,-0.10284,6.273053,3.438241,19.9947
E14000752,E12000007,Hornsey and Wood Green,London,London,England,Borough,Catherine,West,Female,Lab,Catherine West,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000753,E12000008,Horsham,West Sussex,South East,England,County,Jeremy,Quin,Male,Con,Jeremy Quin,2.997126,0.129266,10.86029,-0.07769,7.110371,3.42294,21.97453
E14000754,E12000001,Houghton and Sunderland South,Tyne and Wear,North East,England,Borough,Bridget,Phillipson,Female,Lab,Bridget Phillipson,3.297546,0.224468,-0.87882,-0.14811,5.570569,3.011295,5.304557
E14000755,E12000008,Hove,East Sussex,South East,England,Borough,Peter,Kyle,Male,Lab,Peter Kyle,2.437659,0.273695,15.63948,0.019328,6.035074,3.390222,16.25666
E14000756,E12000003,Huddersfield,West Yorkshire,Yorkshire and The Humber,England,Borough,Barry,Sheerman,Male,Lab,Barry Sheerman,3.172501,0.241674,4.121161,-0.17025,6.329649,3.206036,6.988215
E14000757,E12000006,Huntingdon,Cambridgeshire,East,England,County,Jonathan,Djanogly,Male,Con,Jonathan Djanogly,3.547975,0.129487,4.784592,-0.10408,7.045295,3.406182,23.41486
E14000758,E12000002,Hyndburn,Lancashire,North West,England,Borough,Sara,Britcliffe,Female,Con,Sara Britcliffe,1.998014,0.291328,11.01817,0.034671,5.666033,3.120906,5.000973
E14000759,E12000007,Ilford North,London,London,England,Borough,Wes,Streeting,Male,Lab,Wes Streeting,3.184135,0.090815,8.176123,-0.08763,6.047495,3.479979,20.98699
E14000760,E12000007,Ilford South,London,London,England,Borough,Sam,Tarry,Male,Lab,Sam Tarry,3.184135,0.090815,8.176123,-0.08763,6.047495,3.479979,20.98699
E14000761,E12000006,Ipswich,Suffolk,East,England,Borough,Tom,Hunt,Male,Con,Tom Hunt,3.50379,0.054828,4.86904,-0.10786,6.346229,3.312128,19.22321
E14000762,E12000008,Isle Of Wight,Isle of Wight,South East,England,County,Bob,Seely,Male,Con,Bob Seely,3.188889,0.264382,12.53784,-0.06848,5.844357,3.292502,16.65313
E14000763,E12000007,Islington North,London,London,England,Borough,Jeremy,Corbyn,Male,Lab,Jeremy Corbyn,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000764,E12000007,Islington South and Finsbury,London,London,England,Borough,Emily,Thornberry,Female,Lab,Emily Thornberry,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000765,E12000001,Jarrow,Tyne and Wear,North East,England,Borough,Kate,Osborne,Female,Lab,Kate Osborne,3.184979,0.117842,-0.364,-0.13971,5.006544,3.017989,4.433508
E14000766,E12000003,Keighley,West Yorkshire,Yorkshire and The Humber,England,County,Robbie,Moore,Male,Con,Robbie Moore,3.062817,0.178965,4.511173,-0.13918,6.038906,3.159229,6.299812
E14000767,E12000005,Kenilworth and Southam,Warwickshire,West Midlands,England,County,Jeremy,Wright,Male,Con,Jeremy Wright,3.365405,0.10465,5.168663,-0.11958,6.96479,3.335913,20.24605
E14000768,E12000007,Kensington,London,London,England,Borough,Felicity,Buchan,Female,Con,Felicity Buchan,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000769,E12000004,Kettering,Northamptonshire,East Midlands,England,County,Philip,Hollobone,Male,Con,Philip Hollobone,3.517408,0.238613,4.251391,-0.12762,7.011283,3.357944,20.70715
E14000770,E12000007,Kingston and Surbiton,London,London,England,Borough,Edward,Davey,Male,LD,Edward Davey,3.351114,0.052709,8.587842,-0.11079,6.600171,3.495009,21.2805
E14000771,E12000003,Kingston upon Hull East,Humberside,Yorkshire and The Humber,England,Borough,Karl,Turner,Male,Lab,Karl Turner,2.933848,0.118799,1.994569,-0.08775,5.969874,3.147175,11.69578
E14000772,E12000003,Kingston upon Hull North,Humberside,Yorkshire and The Humber,England,Borough,Diana,Johnson,Female,Lab,Diana Johnson,3.074734,0.083637,1.206987,-0.09671,6.001362,3.12597,10.84546
E14000773,E12000003,Kingston upon Hull West and Hessle,Humberside,Yorkshire and The Humber,England,Borough,Emma,Hardy,Female,Lab,Emma Hardy,2.933848,0.118799,1.994569,-0.08775,5.969874,3.147175,11.69578
E14000774,E12000009,Kingswood,Avon,South West,England,Borough,Chris,Skidmore,Male,Con,Chris Skidmore,2.82191,0.185354,7.730175,-0.08412,6.926045,3.311032,17.72677
E14000775,E12000002,Knowsley,Merseyside,North West,England,Borough,George,Howarth,Male,Lab,George Howarth,2.117631,0.364482,3.609633,-0.0357,5.49229,3.035557,7.090273
E14000776,E12000002,Lancaster and Fleetwood,Lancashire,North West,England,County,Cat,Smith,Female,Lab,Cat Smith,1.1362,0.194234,16.39733,0.18774,5.546313,2.985351,4.750068
E14000777,E12000003,Leeds Central,West Yorkshire,Yorkshire and The Humber,England,Borough,Hilary,Benn,Male,Lab,Hilary Benn,3.135629,0.11524,3.09267,-0.13235,6.316886,3.212752,10.71389
E14000778,E12000003,Leeds East,West Yorkshire,Yorkshire and The Humber,England,Borough,Richard,Burgon,Male,Lab,Richard Burgon,3.097372,0.041015,2.979354,-0.1032,6.341252,3.202169,12.94
E14000779,E12000003,Leeds North East,West Yorkshire,Yorkshire and The Humber,England,Borough,Fabian,Hamilton,Male,Lab,Fabian Hamilton,3.100689,0.070876,3.530706,-0.12419,6.059224,3.220567,9.932926
E14000780,E12000003,Leeds North West,West Yorkshire,Yorkshire and The Humber,England,Borough,Alex,Sobel,Male,Lab,Alex Sobel,3.100689,0.070876,3.530706,-0.12419,6.059224,3.220567,9.932926
E14000781,E12000003,Leeds West,West Yorkshire,Yorkshire and The Humber,England,Borough,Rachel,Reeves,Female,Lab,Rachel Reeves,3.100689,0.070876,3.530706,-0.12419,6.059224,3.220567,9.932926
E14000782,E12000004,Leicester East,Leicestershire,East Midlands,England,Borough,Claudia,Webbe,Female,Lab,Claudia Webbe,3.258009,0.06692,5.899272,-0.11583,6.895717,3.325669,17.67634
E14000783,E12000004,Leicester South,Leicestershire,East Midlands,England,Borough,Jonathan,Ashworth,Male,Lab,Jonathan Ashworth,3.258009,0.06692,5.899272,-0.11583,6.895717,3.325669,17.67634
E14000784,E12000004,Leicester West,Leicestershire,East Midlands,England,Borough,Liz,Kendall,Female,Lab,Liz Kendall,3.258009,0.06692,5.899272,-0.11583,6.895717,3.325669,17.67634
E14000785,E12000002,Leigh,Greater Manchester,North West,England,County,James,Grundy,Male,Con,James Grundy,1.784647,0.335717,7.498638,0.024989,5.611416,3.088592,7.532367
E14000786,E12000008,Lewes,East Sussex,South East,England,County,Maria,Caulfield,Female,Con,Maria Caulfield,2.513855,0.269393,14.40558,-0.01678,7.022851,3.387237,18.84695
E14000787,E12000007,Lewisham East,London,London,England,Borough,Janet,Daby,Female,Lab,Janet Daby,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000788,E12000007,Lewisham West and Penge,London,London,England,Borough,Ellie,Reeves,Female,Lab,Ellie Reeves,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000789,E12000007,"Lewisham, Deptford",London,London,England,Borough,Vicky,Foxcroft,Female,Lab,Vicky Foxcroft,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000790,E12000007,Leyton and Wanstead,London,London,England,County,John,Cryer,Male,Lab,John Cryer,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000791,E12000005,Lichfield,Staffordshire,West Midlands,England,County,Michael,Fabricant,Male,Con,Michael Fabricant,3.030417,0.163553,3.989335,-0.12408,6.736657,3.242819,17.55219
E14000792,E12000004,Lincoln,Lincolnshire,East Midlands,England,Borough,Karl,McCartney,Male,Con,Karl McCartney,3.007719,0.089063,1.263484,-0.10017,6.767287,3.26059,18.6951
E14000793,E12000002,"Liverpool, Riverside",Merseyside,North West,England,Borough,Kim,Johnson,Female,Lab,Kim Johnson,2.158817,0.237725,12.0616,-0.04903,4.958729,2.994506,6.607871
E14000794,E12000002,"Liverpool, Walton",Merseyside,North West,England,Borough,Dan,Carden,Male,Lab,Dan Carden,2.117631,0.364482,3.609633,-0.0357,5.49229,3.035557,7.090273
E14000795,E12000002,"Liverpool, Wavertree",Merseyside,North West,England,Borough,Paula,Barker,Female,Lab,Paula Barker,2.117631,0.364482,3.609633,-0.0357,5.49229,3.035557,7.090273
E14000796,E12000002,"Liverpool, West Derby",Merseyside,North West,England,Borough,Ian,Byrne,Male,Lab,Ian Byrne,2.117631,0.364482,3.609633,-0.0357,5.49229,3.035557,7.090273
E14000797,E12000004,Loughborough,Leicestershire,East Midlands,England,County,Jane,Hunt,Female,Con,Jane Hunt,3.162171,0.23852,5.50812,-0.11136,6.776615,3.306123,18.00291
E14000798,E12000004,Louth and Horncastle,Lincolnshire,East Midlands,England,County,Victoria,Atkins,Female,Con,Victoria Atkins,3.093371,0.016404,1.461448,-0.11865,6.205253,3.179589,13.48617
E14000799,E12000005,Ludlow,Shropshire,West Midlands,England,County,Philip,Dunne,Male,Con,Philip Dunne,3.591412,0.162465,4.14379,-0.17555,6.737486,3.197185,12.86858
E14000800,E12000006,Luton North,Bedfordshire,East,England,Borough,Sarah,Owen,Female,Lab,Sarah Owen,3.489609,0.156436,6.082251,-0.11887,6.829593,3.451375,20.82387
E14000801,E12000006,Luton South,Bedfordshire,East,England,Borough,Rachel,Hopkins,Female,Lab,Rachel Hopkins,3.489609,0.156436,6.082251,-0.11887,6.829593,3.451375,20.82387
E14000802,E12000002,Macclesfield,Cheshire,North West,England,County,David,Rutley,Male,Con,David Rutley,2.193195,0.234868,7.036203,-0.0299,6.359432,3.159812,8.182527
E14000803,E12000008,Maidenhead,Berkshire,South East,England,County,Theresa,May,Female,Con,Theresa May,3.520448,0.02055,4.902612,-0.12091,7.014152,3.456917,23.87964
E14000804,E12000008,Maidstone and The Weald,Kent,South East,England,County,Helen,Grant,Female,Con,Helen Grant,3.599353,0.077767,7.198132,-0.13971,6.997935,3.41245,20.70654
E14000805,E12000002,Makerfield,Greater Manchester,North West,England,County,Yvonne,Fovargue,Female,Lab,Yvonne Fovargue,1.978678,0.318775,6.160141,-0.00419,5.520359,3.062009,7.173615
E14000806,E12000006,Maldon,Essex,East,England,County,John,Whittingdale,Male,Con,John Whittingdale,3.728663,0.046136,5.446034,-0.11012,6.222418,3.384097,18.75531
E14000807,E12000002,Manchester Central,Greater Manchester,North West,England,Borough,Lucy,Powell,Female,Lab,Lucy Powell,1.753162,0.426429,8.795093,0.045352,5.746796,3.193208,6.690165
E14000808,E12000002,"Manchester, Gorton",Greater Manchester,North West,England,Borough,Afzal,Khan,Male,Lab,Afzal Khan,1.839282,0.372841,7.705874,0.028705,5.988148,3.165696,7.66171
E14000809,E12000002,"Manchester, Withington",Greater Manchester,North West,England,Borough,Jeff,Smith,Male,Lab,Jeff Smith,1.731089,0.314518,6.483709,0.007951,5.654493,3.12421,9.387861
E14000810,E12000004,Mansfield,Nottinghamshire,East Midlands,England,County,Ben,Bradley,Male,Con,Ben Bradley,3.21015,0.310553,2.01588,-0.14515,6.584816,3.27067,15.13703
E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,Flick,Drummond,Female,Con,Flick Drummond,2.471969,0.239898,16.23935,-0.00512,7.068151,3.416583,20.10015
E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,Saqib,Bhatti,Male,Con,Saqib Bhatti,3.154443,0.136337,5.661235,-0.12389,6.889794,3.330504,18.73959
E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East,England,County,Nadine,Dorries,Female,Con,Nadine Dorries,3.587288,0.161581,5.708359,-0.11694,7.022542,3.433505,21.91263
E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,Pauline,Latham,Female,Con,Pauline Latham,2.916561,0.243256,3.333131,-0.11907,6.706175,3.282784,15.6069
E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,Michael,Tomlinson,Male,Con,Michael Tomlinson,2.878622,0.137839,12.81701,-0.07087,6.744944,3.305667,20.18344
E14000816,E12000006,Mid Norfolk,Norfolk,East,England,County,George,Freeman,Male,Con,George Freeman,3.582519,0.039361,4.493124,-0.12707,6.644851,3.298171,18.01781
E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,Mims,Davies,Female,Con,Mims Davies,2.730992,0.201324,12.4162,-0.05253,7.099488,3.414331,21.69696
E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,Nigel,Huddleston,Male,Con,Nigel Huddleston,3.374754,0.114405,5.12405,-0.1248,7.044851,3.307293,20.64298
E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,Andy,McDonald,Male,Lab,Andy McDonald,3.625217,0.066258,-1.8295,-0.19303,5.569014,3.078712,6.824388
E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,Simon,Clarke,Male,Con,Simon Clarke,3.791723,0.079471,-1.8307,-0.20489,5.647549,3.054164,6.039095
E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,Ben,Everitt,Male,Con,Ben Everitt,3.519271,0.193258,4.518309,-0.11341,7.096636,3.410681,22.17562
E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,Iain,Stewart,Male,Con,Iain Stewart,3.558114,0.189966,6.465686,-0.10989,7.046001,3.428326,21.61257
E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,Siobhain,McDonagh,Female,Lab,Siobhain McDonagh,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000824,E12000008,Mole Valley,Surrey,South East,England,County,Paul,Beresford,Male,Con,Paul Beresford,3.326854,0.102427,9.050246,-0.11115,7.022818,3.449308,22.59043
